"","UNITID","CONTROL","HIGHDEG"
"2626",191940,2,1
"2627",191959,3,2
"2628",191968,2,4
"2629",191986,1,2
"2630",192004,3,3
"2631",192022,1,2
"2632",192040,2,4
"2633",192110,2,4
"2634",192156,3,2
"2635",192165,2,3
"2636",192192,2,4
"2637",192244,2,3
"2638",192271,3,4
"2639",192323,2,4
"2640",192439,2,4
"2641",192448,2,4
"2642",192475,2,2
"2643",192484,3,1
"2644",192509,3,2
"2645",192536,2,1
"2646",192554,2,4
"2647",192563,2,4
"2648",192624,2,3
"2649",192688,3,2
"2650",192703,2,4
"2651",192712,2,4
"2652",192749,2,4
"2653",192785,2,2
"2654",192800,2,1
"2655",192819,2,4
"2656",192828,3,1
"2657",192864,2,3
"2658",192925,2,4
"2659",192961,2,2
"2660",192970,2,1
"2661",192998,2,1
"2662",193016,2,4
"2663",193052,2,4
"2664",193061,2,4
"2665",193070,2,4
"2666",193122,1,1
"2667",193186,3,1
"2668",193201,3,2
"2669",193247,2,4
"2670",193265,3,1
"2671",193283,1,2
"2672",193292,2,4
"2673",193308,3,4
"2674",193317,3,4
"2675",193326,1,2
"2676",193353,2,4
"2677",193380,2,2
"2678",193399,2,4
"2679",193405,2,4
"2680",193478,1,2
"2681",193584,2,4
"2682",193609,2,1
"2683",193645,2,4
"2684",193654,2,4
"2685",193672,3,1
"2686",193751,2,4
"2687",193760,3,1
"2688",193788,2,1
"2689",193821,2,4
"2690",193830,2,4
"2691",193858,3,1
"2692",193894,2,4
"2693",193900,2,4
"2694",193946,1,2
"2695",193973,2,4
"2696",193991,3,1
"2697",194028,1,2
"2698",194073,2,4
"2699",194091,2,4
"2700",194116,2,4
"2701",194161,2,4
"2702",194189,2,3
"2703",194204,3,2
"2704",194222,1,2
"2705",194240,1,2
"2706",194259,1,1
"2707",194310,2,4
"2708",194392,2,3
"2709",194435,3,1
"2710",194453,3,1
"2711",194499,3,3
"2712",194541,2,4
"2713",194569,2,3
"2714",194578,2,4
"2715",194611,2,2
"2716",194657,2,4
"2717",194666,2,4
"2718",194675,2,4
"2719",194693,2,3
"2720",194718,2,3
"2721",194736,2,3
"2722",194763,2,4
"2723",194824,2,4
"2724",194879,3,1
"2725",194958,2,4
"2726",194967,3,2
"2727",195003,2,4
"2728",195030,2,4
"2729",195049,2,4
"2730",195058,1,2
"2731",195067,3,1
"2732",195128,2,4
"2733",195155,2,4
"2734",195164,2,4
"2735",195173,2,4
"2736",195191,2,2
"2737",195216,2,4
"2738",195234,2,4
"2739",195243,2,4
"2740",195289,2,2
"2741",195304,2,4
"2742",195322,1,2
"2743",195429,2,4
"2744",195438,2,3
"2745",195474,2,4
"2746",195492,3,2
"2747",195526,2,4
"2748",195544,2,4
"2749",195571,2,4
"2750",195580,2,4
"2751",195623,2,0
"2752",195669,2,1
"2753",195687,2,2
"2754",195702,2,1
"2755",195720,2,4
"2756",195784,3,2
"2757",195793,2,1
"2758",195809,2,4
"2759",195845,3,2
"2760",195924,3,1
"2761",195933,3,1
"2762",195988,1,2
"2763",196006,1,3
"2764",196015,1,3
"2765",196024,1,3
"2766",196033,1,3
"2767",196042,1,3
"2768",196051,1,3
"2769",196060,1,4
"2770",196079,1,4
"2771",196088,1,4
"2772",196097,1,4
"2773",196103,1,4
"2774",196112,1,4
"2775",196121,1,4
"2776",196130,1,4
"2777",196149,1,4
"2778",196158,1,4
"2779",196167,1,4
"2780",196176,1,4
"2781",196185,1,4
"2782",196194,1,4
"2783",196200,1,4
"2784",196219,1,4
"2785",196228,1,4
"2786",196237,1,4
"2787",196246,1,4
"2788",196255,1,4
"2789",196264,1,4
"2790",196291,1,4
"2791",196307,1,4
"2792",196389,3,4
"2793",196413,2,4
"2794",196431,2,3
"2795",196440,2,4
"2796",196468,2,4
"2797",196477,3,2
"2798",196565,1,2
"2799",196583,2,3
"2800",196592,2,4
"2801",196653,2,2
"2802",196680,2,4
"2803",196699,1,2
"2804",196857,3,1
"2805",196866,2,3
"2806",196884,2,4
"2807",197018,2,3
"2808",197027,1,4
"2809",197036,1,3
"2810",197045,2,4
"2811",197081,3,2
"2812",197133,2,3
"2813",197142,2,3
"2814",197151,3,4
"2815",197197,2,4
"2816",197221,2,3
"2817",197230,2,3
"2818",197285,3,3
"2819",197294,1,2
"2820",197337,3,1
"2821",197522,3,2
"2822",197531,2,1
"2823",197601,2,3
"2824",197610,2,3
"2825",197647,2,4
"2826",197674,2,4
"2827",197692,2,3
"2828",197708,2,4
"2829",197735,2,4
"2830",197744,2,4
"2831",197814,1,2
"2832",197832,3,3
"2833",197850,1,2
"2834",197869,1,4
"2835",197887,1,2
"2836",197911,2,3
"2837",197966,1,2
"2838",197984,2,3
"2839",197993,2,3
"2840",198011,1,2
"2841",198039,1,2
"2842",198066,2,3
"2843",198075,3,1
"2844",198084,1,2
"2845",198109,2,3
"2846",198118,1,2
"2847",198136,2,4
"2848",198154,1,2
"2849",198190,3,1
"2850",198206,1,2
"2851",198215,2,4
"2852",198233,1,2
"2853",198242,3,3
"2854",198251,1,2
"2855",198260,1,2
"2856",198303,2,3
"2857",198321,1,2
"2858",198330,1,2
"2859",198367,1,2
"2860",198376,1,2
"2861",198385,2,3
"2862",198419,2,4
"2863",198455,1,2
"2864",198464,1,4
"2865",198491,1,2
"2866",198507,1,4
"2867",198516,2,4
"2868",198525,3,1
"2869",198534,1,2
"2870",198543,1,4
"2871",198552,1,2
"2872",198561,2,4
"2873",198570,1,2
"2874",198598,2,4
"2875",198613,2,3
"2876",198622,1,2
"2877",198631,3,1
"2878",198640,1,2
"2879",198668,1,2
"2880",198677,2,3
"2881",198695,2,4
"2882",198710,1,2
"2883",198729,1,2
"2884",198747,2,3
"2885",198756,2,3
"2886",198774,1,2
"2887",198808,2,3
"2888",198817,1,2
"2889",198835,2,4
"2890",198844,3,1
"2891",198862,2,3
"2892",198871,2,2
"2893",198899,2,3
"2894",198905,1,2
"2895",198914,1,2
"2896",198923,1,2
"2897",198941,1,1
"2898",198950,2,4
"2899",198969,2,4
"2900",198978,3,3
"2901",198987,1,2
"2902",198996,3,1
"2903",199005,3,1
"2904",199014,3,1
"2905",199023,1,2
"2906",199032,2,4
"2907",199069,2,3
"2908",199078,3,1
"2909",199087,1,2
"2910",199102,1,4
"2911",199111,1,4
"2912",199120,1,4
"2913",199139,1,4
"2914",199148,1,4
"2915",199157,1,4
"2916",199184,1,4
"2917",199193,1,4
"2918",199209,2,3
"2919",199218,1,4
"2920",199263,1,2
"2921",199272,2,3
"2922",199281,1,4
"2923",199306,2,4
"2924",199315,2,4
"2925",199324,1,2
"2926",199333,1,2
"2927",199412,2,4
"2928",199421,1,2
"2929",199449,1,2
"2930",199458,2,3
"2931",199467,1,2
"2932",199476,1,2
"2933",199485,1,2
"2934",199494,1,2
"2935",199582,2,3
"2936",199607,2,4
"2937",199625,1,2
"2938",199634,1,2
"2939",199643,2,4
"2940",199689,3,1
"2941",199698,2,3
"2942",199713,3,1
"2943",199722,1,2
"2944",199731,1,2
"2945",199740,1,2
"2946",199768,1,2
"2947",199786,1,2
"2948",199795,1,2
"2949",199838,1,2
"2950",199847,2,4
"2951",199856,1,2
"2952",199865,2,4
"2953",199883,2,1
"2954",199892,1,2
"2955",199908,1,2
"2956",199926,1,2
"2957",199953,1,2
"2958",199962,2,4
"2959",199971,2,3
"2960",199980,3,1
"2961",199999,1,4
"2962",200004,1,4
"2963",200013,3,3
"2964",200022,1,3
"2965",200059,1,3
"2966",200086,1,2
"2967",200110,3,1
"2968",200129,3,1
"2969",200156,2,4
"2970",200165,3,1
"2971",200192,1,2
"2972",200208,1,2
"2973",200217,2,4
"2974",200226,1,3
"2975",200244,2,3
"2976",200253,1,4
"2977",200262,3,1
"2978",200280,1,4
"2979",200305,1,2
"2980",200314,1,2
"2981",200332,1,4
"2982",200341,1,2
"2983",200387,3,1
"2984",200466,1,3
"2985",200484,2,3
"2986",200527,2,3
"2987",200554,2,2
"2988",200572,1,4
"2989",200590,3,2
"2990",200624,3,2
"2991",200633,3,2
"2992",200785,3,2
"2993",200800,1,4
"2994",200828,1,1
"2995",200846,1,2
"2996",200873,2,3
"2997",201016,3,2
"2998",201034,1,1
"2999",201061,2,4
"3000",201098,1,1
"3001",201104,2,4
"3002",201131,1,1
"3003",201140,2,4
"3004",201159,1,1
"3005",201177,2,2
"3006",201195,2,4
"3007",201283,1,2
"3008",201371,2,4
"3009",201399,3,2
"3010",201432,1,2
"3011",201441,1,4
"3012",201469,3,3
"3013",201478,1,1
"3014",201496,1,1
"3015",201539,1,1
"3016",201548,2,4
"3017",201584,3,1
"3018",201609,3,1
"3019",201618,3,1
"3020",201627,3,1
"3021",201645,2,4
"3022",201654,2,4
"3023",201672,1,2
"3024",201681,2,1
"3025",201690,1,4
"3026",201751,2,2
"3027",201803,1,1
"3028",201821,2,2
"3029",201858,2,4
"3030",201867,2,3
"3031",201885,1,4
"3032",201928,1,2
"3033",201946,1,4
"3034",201955,1,4
"3035",201964,2,3
"3036",201973,1,2
"3037",201982,3,1
"3038",202046,2,3
"3039",202055,3,1
"3040",202073,2,4
"3041",202134,1,4
"3042",202152,1,1
"3043",202161,3,2
"3044",202170,2,3
"3045",202189,3,2
"3046",202222,1,2
"3047",202268,2,1
"3048",202356,1,2
"3049",202435,3,2
"3050",202453,3,1
"3051",202480,2,4
"3052",202514,2,4
"3053",202523,2,3
"3054",202541,3,4
"3055",202611,3,4
"3056",202639,3,1
"3057",202648,1,4
"3058",202657,1,1
"3059",202684,3,3
"3060",202736,3,1
"3061",202763,2,4
"3062",202806,2,4
"3063",202888,3,1
"3064",202903,2,3
"3065",202912,2,2
"3066",202949,1,1
"3067",202985,1,1
"3068",203030,1,1
"3069",203049,2,4
"3070",203067,2,4
"3071",203076,2,4
"3072",203085,2,4
"3073",203128,2,4
"3074",203146,2,1
"3075",203155,1,2
"3076",203164,2,1
"3077",203225,3,1
"3078",203234,3,1
"3079",203289,3,2
"3080",203313,3,2
"3081",203331,1,2
"3082",203368,2,4
"3083",203386,3,2
"3084",203438,3,1
"3085",203447,1,2
"3086",203456,1,2
"3087",203465,1,2
"3088",203474,1,2
"3089",203483,1,2
"3090",203492,1,3
"3091",203517,1,4
"3092",203526,1,2
"3093",203535,2,3
"3094",203544,2,4
"3095",203580,2,4
"3096",203599,1,2
"3097",203614,1,1
"3098",203678,1,2
"3099",203720,3,2
"3100",203739,3,2
"3101",203748,1,2
"3102",203757,2,4
"3103",203775,2,4
"3104",203818,2,3
"3105",203845,2,4
"3106",203881,1,2
"3107",203942,1,1
"3108",203960,2,3
"3109",203997,2,4
"3110",204006,1,4
"3111",204015,1,4
"3112",204024,1,4
"3113",204060,3,2
"3114",204121,3,1
"3115",204158,1,1
"3116",204176,2,4
"3117",204185,2,3
"3118",204194,2,4
"3119",204200,2,4
"3120",204255,1,2
"3121",204264,2,4
"3122",204307,3,2
"3123",204316,3,2
"3124",204334,3,1
"3125",204422,1,2
"3126",204431,3,1
"3127",204440,1,2
"3128",204459,1,1
"3129",204468,2,4
"3130",204477,1,4
"3131",204486,2,4
"3132",204501,2,4
"3133",204547,2,4
"3134",204592,2,2
"3135",204608,3,2
"3136",204617,2,4
"3137",204626,3,2
"3138",204635,2,4
"3139",204662,1,2
"3140",204671,1,3
"3141",204680,1,3
"3142",204699,1,3
"3143",204705,1,3
"3144",204714,3,1
"3145",204723,3,1
"3146",204741,3,1
"3147",204769,3,1
"3148",204778,3,1
"3149",204796,1,4
"3150",204802,1,2
"3151",204820,1,2
"3152",204839,1,2
"3153",204848,1,2
"3154",204857,1,4
"3155",204866,1,2
"3156",204884,3,2
"3157",204893,2,1
"3158",204909,2,3
"3159",204936,2,4
"3160",204945,1,2
"3161",204963,3,1
"3162",204981,1,1
"3163",204990,2,4
"3164",205027,2,4
"3165",205054,3,2
"3166",205090,2,1
"3167",205124,2,4
"3168",205142,3,1
"3169",205179,3,2
"3170",205203,2,4
"3171",205391,3,2
"3172",205443,1,4
"3173",205470,1,2
"3174",205513,3,2
"3175",205522,3,2
"3176",205531,3,2
"3177",205559,3,2
"3178",205568,3,2
"3179",205610,3,2
"3180",205647,3,2
"3181",205692,3,2
"3182",205708,3,2
"3183",205717,3,2
"3184",205726,3,2
"3185",205841,1,2
"3186",205887,3,2
"3187",205957,2,4
"3188",205966,1,2
"3189",206002,2,3
"3190",206011,1,2
"3191",206039,3,1
"3192",206048,2,4
"3193",206084,1,4
"3194",206093,3,1
"3195",206154,2,3
"3196",206172,1,1
"3197",206181,1,1
"3198",206215,2,4
"3199",206224,3,2
"3200",206279,2,4
"3201",206288,2,4
"3202",206321,1,1
"3203",206330,2,4
"3204",206349,2,4
"3205",206358,3,1
"3206",206394,3,2
"3207",206419,3,1
"3208",206428,1,1
"3209",206437,2,4
"3210",206446,1,2
"3211",206482,3,1
"3212",206491,2,4
"3213",206507,2,4
"3214",206516,2,4
"3215",206525,2,4
"3216",206589,2,3
"3217",206604,1,4
"3218",206613,1,3
"3219",206622,2,4
"3220",206631,3,2
"3221",206695,1,4
"3222",206783,3,1
"3223",206817,2,3
"3224",206835,2,4
"3225",206862,2,4
"3226",206880,3,1
"3227",206905,1,1
"3228",206914,1,4
"3229",206923,1,2
"3230",206932,3,1
"3231",206941,1,4
"3232",206969,3,1
"3233",206996,1,2
"3234",207041,1,4
"3235",207050,1,2
"3236",207069,1,2
"3237",207087,3,1
"3238",207102,3,1
"3239",207157,2,3
"3240",207166,3,1
"3241",207209,1,4
"3242",207236,1,2
"3243",207254,3,3
"3244",207263,1,4
"3245",207272,3,1
"3246",207281,1,2
"3247",207290,1,2
"3248",207306,1,4
"3249",207315,1,4
"3250",207324,2,4
"3251",207342,1,4
"3252",207351,1,3
"3253",207388,1,4
"3254",207397,1,3
"3255",207403,2,4
"3256",207449,1,2
"3257",207458,2,4
"3258",207500,1,4
"3259",207537,3,1
"3260",207564,1,3
"3261",207582,2,4
"3262",207607,1,1
"3263",207625,3,2
"3264",207661,1,3
"3265",207670,1,2
"3266",207689,2,4
"3267",207704,3,1
"3268",207722,1,3
"3269",207740,1,2
"3270",207786,3,1
"3271",207847,1,4
"3272",207856,2,4
"3273",207865,1,4
"3274",207935,1,2
"3275",207962,3,2
"3276",207971,2,4
"3277",208017,3,1
"3278",208026,1,1
"3279",208035,1,2
"3280",208044,3,1
"3281",208053,1,1
"3282",208080,3,1
"3283",208123,3,1
"3284",208239,3,3
"3285",208248,3,1
"3286",208275,1,2
"3287",208318,1,2
"3288",208390,1,2
"3289",208406,1,2
"3290",208415,1,2
"3291",208433,3,1
"3292",208479,3,1
"3293",208488,2,4
"3294",208512,3,1
"3295",208637,3,1
"3296",208646,1,4
"3297",208655,3,1
"3298",208725,2,3
"3299",208822,2,4
"3300",208859,3,1
"3301",208965,3,3
"3302",209038,1,2
"3303",209056,2,4
"3304",209065,2,3
"3305",209074,1,2
"3306",209083,3,1
"3307",209108,2,4
"3308",209153,3,1
"3309",209205,3,1
"3310",209241,2,4
"3311",209250,1,2
"3312",209287,2,4
"3313",209296,2,4
"3314",209348,3,1
"3315",209409,2,4
"3316",209490,1,4
"3317",209506,1,4
"3318",209533,2,4
"3319",209542,1,4
"3320",209551,1,4
"3321",209603,2,4
"3322",209612,2,4
"3323",209667,3,1
"3324",209676,3,1
"3325",209694,3,1
"3326",209700,3,1
"3327",209719,3,1
"3328",209746,1,2
"3329",209807,1,4
"3330",209825,2,4
"3331",209922,2,4
"3332",209940,1,2
"3333",209986,3,1
"3334",210076,3,3
"3335",210100,3,1
"3336",210146,1,4
"3337",210155,1,2
"3338",210234,1,2
"3339",210270,1,2
"3340",210304,2,4
"3341",210331,2,4
"3342",210340,3,1
"3343",210359,3,2
"3344",210368,2,4
"3345",210401,2,4
"3346",210429,1,4
"3347",210438,2,4
"3348",210456,2,1
"3349",210474,3,1
"3350",210483,3,2
"3351",210492,2,4
"3352",210508,2,4
"3353",210571,2,4
"3354",210599,3,1
"3355",210605,1,2
"3356",210669,2,3
"3357",210711,3,1
"3358",210739,2,4
"3359",210748,3,1
"3360",210775,2,4
"3361",210784,3,1
"3362",210809,2,4
"3363",210890,3,2
"3364",210906,3,2
"3365",210942,3,3
"3366",210951,3,2
"3367",210960,3,3
"3368",211006,3,1
"3369",211024,2,4
"3370",211079,1,2
"3371",211088,2,4
"3372",211130,2,4
"3373",211149,2,2
"3374",211158,1,4
"3375",211200,3,2
"3376",211273,2,4
"3377",211291,2,4
"3378",211307,1,2
"3379",211316,3,2
"3380",211334,3,1
"3381",211343,1,2
"3382",211352,2,4
"3383",211361,1,4
"3384",211370,2,4
"3385",211398,3,2
"3386",211431,2,4
"3387",211440,2,4
"3388",211468,2,4
"3389",211477,3,3
"3390",211556,2,4
"3391",211583,2,4
"3392",211608,1,4
"3393",211617,3,2
"3394",211635,2,1
"3395",211644,1,4
"3396",211750,3,1
"3397",211802,2,1
"3398",211820,3,2
"3399",211893,2,4
"3400",211909,3,2
"3401",211927,1,2
"3402",211981,2,4
"3403",212009,2,3
"3404",212018,1,4
"3405",212045,3,2
"3406",212054,2,4
"3407",212072,3,2
"3408",212090,3,2
"3409",212106,2,4
"3410",212115,1,4
"3411",212133,2,4
"3412",212160,1,4
"3413",212197,2,4
"3414",212212,3,1
"3415",212230,3,1
"3416",212267,3,1
"3417",212276,3,1
"3418",212285,3,1
"3419",212294,3,1
"3420",212300,3,1
"3421",212328,3,1
"3422",212337,3,1
"3423",212355,3,1
"3424",212373,3,1
"3425",212382,3,1
"3426",212391,3,1
"3427",212425,3,2
"3428",212434,3,2
"3429",212443,2,4
"3430",212568,2,1
"3431",212577,2,3
"3432",212601,2,4
"3433",212656,2,4
"3434",212674,2,3
"3435",212683,3,1
"3436",212708,3,1
"3437",212753,3,1
"3438",212771,2,4
"3439",212805,2,3
"3440",212832,2,4
"3441",212869,2,2
"3442",212878,1,2
"3443",212911,2,3
"3444",212975,2,2
"3445",212984,2,4
"3446",212993,3,2
"3447",213002,3,2
"3448",213011,2,4
"3449",213020,1,4
"3450",213057,3,2
"3451",213163,2,1
"3452",213181,3,1
"3453",213215,3,1
"3454",213233,2,2
"3455",213251,2,3
"3456",213303,2,4
"3457",213312,3,1
"3458",213321,2,4
"3459",213330,3,1
"3460",213349,1,4
"3461",213358,2,4
"3462",213367,2,4
"3463",213376,2,2
"3464",213385,2,3
"3465",213400,2,4
"3466",213446,2,4
"3467",213455,3,1
"3468",213473,3,2
"3469",213491,3,1
"3470",213507,2,4
"3471",213525,1,2
"3472",213534,3,2
"3473",213543,2,4
"3474",213552,3,1
"3475",213570,3,2
"3476",213589,3,2
"3477",213598,1,4
"3478",213613,1,4
"3479",213622,2,1
"3480",213631,2,4
"3481",213640,2,4
"3482",213659,1,2
"3483",213668,2,3
"3484",213686,3,2
"3485",213774,2,2
"3486",213783,1,4
"3487",213826,2,4
"3488",213914,3,2
"3489",213932,3,1
"3490",213987,2,4
"3491",213996,2,3
"3492",214023,2,2
"3493",214041,1,4
"3494",214069,2,4
"3495",214111,1,2
"3496",214148,2,4
"3497",214157,2,4
"3498",214166,2,4
"3499",214175,2,3
"3500",214254,3,1
"3501",214272,2,4
"3502",214290,3,2
"3503",214315,3,2
"3504",214379,1,2
"3505",214476,2,1
"3506",214528,2,2
"3507",214546,3,1
"3508",214564,2,4
"3509",214582,2,2
"3510",214591,1,4
"3511",214607,1,4
"3512",214616,1,4
"3513",214625,1,3
"3514",214634,1,3
"3515",214643,1,3
"3516",214652,1,3
"3517",214670,1,3
"3518",214689,1,3
"3519",214698,1,3
"3520",214704,1,3
"3521",214713,1,4
"3522",214731,1,3
"3523",214740,1,3
"3524",214759,1,3
"3525",214768,1,3
"3526",214777,1,4
"3527",214786,1,3
"3528",214795,1,3
"3529",214801,1,3
"3530",214810,1,3
"3531",214829,1,3
"3532",214838,3,2
"3533",214883,2,3
"3534",214892,3,2
"3535",214944,3,2
"3536",214962,3,1
"3537",214971,2,4
"3538",215008,3,1
"3539",215026,3,1
"3540",215044,3,1
"3541",215053,2,3
"3542",215062,2,4
"3543",215099,2,4
"3544",215105,2,4
"3545",215114,2,4
"3546",215123,2,4
"3547",215132,2,4
"3548",215239,1,2
"3549",215266,1,3
"3550",215275,1,3
"3551",215284,1,3
"3552",215293,1,4
"3553",215309,1,2
"3554",215336,3,1
"3555",215381,2,2
"3556",215390,2,2
"3557",215415,3,2
"3558",215424,2,4
"3559",215433,3,2
"3560",215442,2,4
"3561",215479,2,1
"3562",215530,3,1
"3563",215585,1,2
"3564",215594,2,1
"3565",215619,2,4
"3566",215628,2,4
"3567",215637,3,3
"3568",215646,3,1
"3569",215655,2,4
"3570",215682,2,2
"3571",215691,2,4
"3572",215743,2,4
"3573",215770,2,4
"3574",215798,2,4
"3575",215813,2,4
"3576",215886,1,1
"3577",215929,2,4
"3578",215947,2,4
"3579",215965,2,1
"3580",215974,2,1
"3581",215983,2,1
"3582",215992,3,2
"3583",216010,1,4
"3584",216038,1,4
"3585",216047,2,4
"3586",216074,3,1
"3587",216083,3,2
"3588",216162,2,1
"3589",216223,3,1
"3590",216278,2,3
"3591",216287,2,3
"3592",216296,1,2
"3593",216311,2,3
"3594",216339,1,4
"3595",216357,2,3
"3596",216366,2,4
"3597",216418,3,2
"3598",216427,3,2
"3599",216436,3,2
"3600",216445,3,2
"3601",216454,3,2
"3602",216463,2,4
"3603",216524,2,3
"3604",216542,2,4
"3605",216551,2,2
"3606",216579,3,1
"3607",216597,2,4
"3608",216630,2,1
"3609",216649,2,1
"3610",216667,2,3
"3611",216694,2,4
"3612",216746,3,1
"3613",216764,1,4
"3614",216773,2,1
"3615",216782,3,2
"3616",216807,2,3
"3617",216816,2,4
"3618",216825,1,2
"3619",216852,2,4
"3620",216931,2,4
"3621",216986,3,2
"3622",217013,2,4
"3623",217040,2,3
"3624",217059,2,4
"3625",217077,3,2
"3626",217086,3,2
"3627",217095,3,1
"3628",217156,2,4
"3629",217165,2,4
"3630",217235,2,4
"3631",217244,3,0
"3632",217305,2,3
"3633",217323,3,1
"3634",217350,3,1
"3635",217402,2,4
"3636",217420,1,4
"3637",217475,1,2
"3638",217484,1,4
"3639",217493,2,4
"3640",217518,2,4
"3641",217536,2,4
"3642",217545,3,1
"3643",217572,2,1
"3644",217581,3,1
"3645",217606,2,3
"3646",217615,1,2
"3647",217624,2,3
"3648",217633,2,4
"3649",217688,2,4
"3650",217712,1,2
"3651",217721,2,3
"3652",217749,3,4
"3653",217776,2,4
"3654",217794,3,1
"3655",217819,1,4
"3656",217828,3,1
"3657",217837,1,2
"3658",217864,1,4
"3659",217873,2,4
"3660",217882,1,4
"3661",217891,2,2
"3662",217907,2,3
"3663",217925,2,4
"3664",217934,2,4
"3665",217961,2,4
"3666",217989,1,2
"3667",217998,2,4
"3668",218025,1,2
"3669",218043,3,2
"3670",218061,1,4
"3671",218070,2,4
"3672",218113,1,2
"3673",218140,1,2
"3674",218159,3,1
"3675",218195,3,1
"3676",218229,1,4
"3677",218238,2,3
"3678",218265,2,4
"3679",218335,1,4
"3680",218353,1,2
"3681",218399,2,3
"3682",218414,2,3
"3683",218441,2,4
"3684",218487,1,2
"3685",218520,1,2
"3686",218539,2,3
"3687",218645,1,4
"3688",218654,1,3
"3689",218663,1,4
"3690",218672,1,2
"3691",218681,1,2
"3692",218690,1,2
"3693",218706,1,2
"3694",218724,1,4
"3695",218733,1,4
"3696",218742,1,4
"3697",218751,2,4
"3698",218821,2,2
"3699",218830,1,2
"3700",218858,1,2
"3701",218867,3,1
"3702",218885,1,2
"3703",218894,1,2
"3704",218919,2,3
"3705",218955,1,2
"3706",218964,1,4
"3707",218973,2,3
"3708",218991,1,2
"3709",219000,2,4
"3710",219037,3,1
"3711",219046,1,4
"3712",219055,2,2
"3713",219082,1,4
"3714",219091,2,4
"3715",219125,3,1
"3716",219143,1,2
"3717",219170,2,1
"3718",219189,1,2
"3719",219198,2,4
"3720",219204,3,4
"3721",219213,3,3
"3722",219240,2,4
"3723",219259,1,4
"3724",219277,1,4
"3725",219295,2,3
"3726",219338,2,1
"3727",219347,1,4
"3728",219356,1,4
"3729",219374,2,4
"3730",219383,2,4
"3731",219392,2,1
"3732",219408,1,2
"3733",219426,1,2
"3734",219453,3,1
"3735",219471,1,4
"3736",219480,1,2
"3737",219505,2,3
"3738",219578,2,4
"3739",219587,3,1
"3740",219596,1,1
"3741",219602,1,4
"3742",219639,2,3
"3743",219709,2,4
"3744",219718,2,4
"3745",219790,2,4
"3746",219806,2,4
"3747",219824,1,2
"3748",219833,2,4
"3749",219842,2,4
"3750",219879,1,2
"3751",219888,1,2
"3752",219903,3,2
"3753",219921,1,1
"3754",219949,2,4
"3755",219976,2,4
"3756",219994,1,1
"3757",220002,3,2
"3758",220057,1,2
"3759",220075,1,4
"3760",220118,3,2
"3761",220127,1,1
"3762",220136,2,4
"3763",220163,3,1
"3764",220181,2,4
"3765",220206,2,3
"3766",220215,2,4
"3767",220251,1,1
"3768",220279,1,1
"3769",220312,2,3
"3770",220321,1,1
"3771",220394,1,1
"3772",220400,1,2
"3773",220464,2,2
"3774",220473,2,4
"3775",220491,3,1
"3776",220516,2,4
"3777",220552,3,4
"3778",220570,3,1
"3779",220589,2,3
"3780",220598,2,3
"3781",220604,2,3
"3782",220613,2,4
"3783",220631,2,4
"3784",220640,1,1
"3785",220701,2,3
"3786",220710,2,3
"3787",220756,1,1
"3788",220765,3,1
"3789",220792,2,4
"3790",220808,2,4
"3791",220853,1,1
"3792",220862,1,4
"3793",220871,2,4
"3794",220941,3,4
"3795",220978,1,4
"3796",220996,2,4
"3797",221014,2,4
"3798",221050,1,1
"3799",221096,1,2
"3800",221102,1,1
"3801",221148,3,2
"3802",221157,3,1
"3803",221184,1,2
"3804",221236,1,1
"3805",221254,2,3
"3806",221281,1,1
"3807",221290,3,1
"3808",221333,1,1
"3809",221351,2,4
"3810",221388,1,1
"3811",221397,1,2
"3812",221430,1,1
"3813",221485,1,2
"3814",221494,1,1
"3815",221519,2,4
"3816",221582,1,1
"3817",221591,1,1
"3818",221607,1,1
"3819",221616,1,1
"3820",221625,1,1
"3821",221634,1,1
"3822",221643,1,2
"3823",221661,2,4
"3824",221670,2,4
"3825",221731,2,3
"3826",221740,1,4
"3827",221759,1,4
"3828",221768,1,4
"3829",221795,3,3
"3830",221829,3,1
"3831",221838,1,4
"3832",221847,1,4
"3833",221856,2,4
"3834",221892,2,4
"3835",221908,1,2
"3836",221953,2,4
"3837",221971,2,4
"3838",221980,3,1
"3839",221999,2,4
"3840",222026,3,1
"3841",222053,1,2
"3842",222062,1,2
"3843",222099,3,2
"3844",222105,2,2
"3845",222178,2,4
"3846",222567,1,2
"3847",222576,1,2
"3848",222628,2,4
"3849",222673,3,1
"3850",222682,3,1
"3851",222691,3,1
"3852",222707,3,1
"3853",222761,3,1
"3854",222822,1,2
"3855",222831,1,4
"3856",222877,2,3
"3857",222886,3,1
"3858",222938,3,3
"3859",222983,2,4
"3860",222992,1,2
"3861",223001,2,4
"3862",223056,3,1
"3863",223083,3,2
"3864",223117,2,4
"3865",223214,1,4
"3866",223223,2,4
"3867",223232,2,4
"3868",223320,1,2
"3869",223427,1,2
"3870",223463,3,2
"3871",223472,3,2
"3872",223506,1,3
"3873",223524,1,2
"3874",223658,3,1
"3875",223667,3,1
"3876",223773,1,2
"3877",223816,1,2
"3878",223852,3,1
"3879",223898,1,2
"3880",223922,1,2
"3881",224004,2,4
"3882",224013,3,1
"3883",224110,1,2
"3884",224147,1,4
"3885",224156,3,1
"3886",224183,3,2
"3887",224226,2,4
"3888",224244,2,4
"3889",224271,2,2
"3890",224305,2,4
"3891",224323,2,4
"3892",224350,1,2
"3893",224402,3,4
"3894",224439,3,2
"3895",224527,2,3
